ticker,AAPL,MSFT,NVDA,GOOGL,AMZN,META,TSLA,AVGO,AMD,ORCL,CRM,ADBE,QCOM,TXN,IBM,CSCO,INTU,NOW,INTC,MU,AMAT,PANW,PLTR,SNOW,LLY,UNH,JNJ,ABBV,MRK,AMGN,GILD,REGN,VRTX,MDT,BMY,PFE,SYK,ISRG,TMO,ABT,ELV,CI,ZTS,JPM,BAC,GS,MS,WFC,V,MA,BLK,AXP,C,BRK-B,SPGI,MCO,WMT,HD,MCD,COST,SBUX,NKE,LOW,TGT,KO,PEP,PG,PM,MDLZ,XOM,CVX,COP,SLB,EOG,PSX,GE,CAT,BA,RTX,HON,UNP,DE,ETN,LMT,NOC,DIS,T,VZ,CMCSA,NFLX,SPY,QQQ,IWM,VTI,VOO,VEA,EEM,TLT,BND,AGG,HYG,XLF,XLE,XLK,XLV,XLI,VNQ,SCHD,VIG,JEPI,ARKK,GLD,IAU,SLV,SPXL,TQQQ,SOXL
T,0.00105,-0.022528,-0.025018,-0.01146,-0.012569,-0.011926,-0.01446,-0.02877,-0.038188,-0.035993,-0.02743,-0.007768,-0.010828,0.01597,-0.005175,-0.003895,-0.016533,-0.03415,-0.045262,-0.0477,-0.043806,-0.023346,-0.025546,-0.050966,0.006046,0.004246,0.01102,0.010723,0.017379,0.001562,0.016911,0.006442,-0.002101,0.009614,0.007063,0.00079,0.00345,-0.013986,-0.021712,-9.3e-05,0.012907,0.014543,-0.005206,-0.002508,-0.009749,-0.009153,-0.018088,-0.003392,-0.001295,0.001044,-0.006056,-0.017663,-0.018347,0.014416,-0.007109,-0.012643,0.015461,0.006519,0.021492,0.008989,-0.002143,0.003296,0.005388,0.008685,0.015242,0.015259,0.015561,0.019731,0.018893,0.024699,0.021277,0.017517,-0.002312,0.018625,0.019788,-0.012121,0.001251,-0.008803,-0.001251,0.000435,0.014118,0.010079,-0.006649,0.000592,0.00257,-0.004893,0.072146,0.046794,0.03338,0.002811,-0.006212,-0.0126,-0.00868,-0.006858,-0.008124,-0.007315,-0.014326,7.5e-05,0.000217,-7.5e-05,-0.002536,-0.004576,0.020178,-0.023374,0.008436,-0.004064,0.007069,0.008982,-0.00104,0.000573,-0.029703,-0.007157,-0.008019,-0.021448,-0.021869,-0.036,-0.078784
VZ,-0.001484,-0.016817,-0.025696,-0.002558,-0.010941,-0.016876,-0.005549,-0.027491,-0.052665,-0.024072,-0.019788,-0.009548,0.001819,0.013407,-0.008629,-0.002684,-0.020902,-0.021931,-0.042212,-0.042448,-0.048799,-0.00813,-0.027557,-0.035216,0.0137,-0.000911,0.011252,0.016264,0.014032,0.010318,0.025049,0.015343,0.004263,0.011759,0.014448,0.008749,0.010662,-0.013468,-0.013369,0.007817,0.009072,0.018602,0.016892,0.001685,-0.008437,-0.01171,-0.013929,-0.00342,-0.005384,-0.003706,-0.009857,-0.011563,-0.016928,0.016462,-0.009221,-0.01106,0.013796,0.013447,0.016825,0.00721,-0.002625,0.006957,0.01434,0.012942,0.012765,0.022205,0.017149,0.011771,0.018506,0.019035,0.022266,0.015917,0.000501,0.01794,0.015969,-0.004601,0.007306,-0.005035,0.002804,0.002935,0.019008,0.024998,-0.006147,0.005336,0.005357,0.003112,0.046794,0.066719,0.034969,0.002138,-0.004277,-0.011339,-0.006186,-0.004798,-0.005688,-0.004812,-0.011969,-0.001993,-0.000352,-0.000383,-0.000974,-0.002805,0.017385,-0.022291,0.018608,0.003025,0.006488,0.013314,0.0011,0.001865,-0.026056,-0.015094,-0.01697,-0.039648,-0.014883,-0.032275,-0.084215
CMCSA,0.014735,-0.015432,-0.021625,-0.004298,-0.005883,0.000852,0.005635,-0.010522,-0.058013,-0.004415,-0.024855,-0.007667,-0.032789,0.040859,-0.006853,0.005719,-0.01927,-0.052474,-0.08302,-0.038441,-0.02383,-0.015877,-0.022083,-0.000514,0.02857,0.008094,0.018117,0.017361,0.024737,0.02418,0.038828,0.031977,0.026275,0.015344,0.016559,0.006802,0.013557,0.005649,-0.01106,0.012771,0.019368,0.021353,0.026734,0.012011,0.007672,0.01389,0.005459,0.012723,0.002608,0.006832,0.01191,0.008179,0.007752,0.023617,0.001931,-0.00059,0.015744,0.031876,0.025667,0.010582,0.011449,0.020868,0.033738,0.01453,0.008722,0.017095,0.014693,0.033926,0.018744,0.018651,0.01594,0.013141,0.007498,0.006065,-0.002565,0.000909,0.017053,0.024364,0.011147,0.015377,0.033791,0.041214,0.009678,-0.000367,0.012785,0.042427,0.03338,0.034969,0.114853,0.00131,0.003161,-0.003542,0.009182,0.004117,0.00359,0.006174,-0.006121,0.002547,0.00196,0.002946,0.003418,0.014655,0.011654,-0.013734,0.041651,0.024558,0.015778,0.017766,0.013848,0.00871,0.00711,-0.00033,-0.000251,-0.001683,0.009952,-0.009429,-0.044683
NFLX,0.004114,0.016825,0.005099,0.013127,0.024493,0.009415,0.0117,0.016332,0.026716,0.010638,0.012235,0.026446,0.009389,-0.000772,0.01861,0.020055,0.036602,0.01591,0.00435,0.004489,0.005826,0.015969,0.035633,0.018805,-9.8e-05,-0.000757,0.004119,0.008014,-0.003042,0.008869,0.024656,-0.000297,0.005325,0.007151,0.00534,-0.000872,0.010333,0.006023,-0.002506,0.00668,-0.010045,0.003952,0.011504,0.008131,0.004841,-0.005507,0.008083,6.9e-05,0.01275,0.01448,0.005242,-0.00236,0.007811,0.008737,0.01658,0.017184,-0.001426,-0.004283,0.006177,0.00534,0.003348,0.003861,-0.014092,0.000755,0.002619,0.005177,-0.003171,0.001042,0.004631,0.00751,0.004367,0.008848,-0.015516,0.011687,0.0034,0.021403,-0.005906,0.015312,0.009891,0.009358,0.001984,-0.00478,0.002203,0.009234,0.00401,0.023418,0.002811,0.002138,0.00131,0.099982,0.008071,0.013076,0.002186,0.008198,0.010146,0.006683,0.005587,-0.001124,-0.000114,0.000182,0.002113,0.009093,0.006749,0.011525,0.00792,0.006503,0.005168,0.001667,0.006718,0.005495,0.023793,0.004023,0.004647,0.012271,0.0273,0.03678,0.01542
SPY,0.021333,0.019831,0.036771,0.027526,0.028594,0.027755,0.038203,0.042496,0.060592,0.033596,0.016427,0.018257,0.035147,0.017876,0.016642,0.031868,0.016347,0.019256,0.052421,0.059925,0.065116,0.026106,0.050981,0.031641,0.014999,0.006887,0.001867,0.008427,0.01002,0.013037,0.019661,0.017737,0.021572,0.011921,0.010606,0.009703,0.015013,0.027399,0.020218,0.008055,0.007626,0.007605,0.03738,0.023077,0.02363,0.035395,0.031858,0.018562,0.0123,0.015272,0.033855,0.025247,0.036613,0.006597,0.015515,0.019084,0.00612,0.023006,0.006755,0.003906,0.0192,0.015198,0.022193,0.01329,-0.00047,0.000162,0.004319,0.004191,0.002096,-0.00938,-0.006549,-0.005828,0.021647,-0.008875,0.001127,0.035126,0.033913,0.028111,0.012992,0.01806,0.010176,0.01486,0.04398,0.003873,0.002006,0.037126,-0.006212,-0.004277,0.003161,0.008071,0.020996,0.028257,0.027384,0.022431,0.026667,0.027451,0.031822,0.003504,0.003669,0.004537,0.010106,0.022831,-0.001828,0.037577,0.032063,0.034325,0.012847,0.008708,0.021056,0.010537,0.053572,0.009019,0.010128,0.022345,0.07209,0.080315,0.133434
QQQ,0.027258,0.030679,0.055595,0.038761,0.042635,0.039979,0.055427,0.065288,0.101289,0.052067,0.025475,0.025204,0.04876,0.022869,0.021376,0.046098,0.026028,0.030503,0.086211,0.097447,0.098226,0.038668,0.081155,0.049165,0.013469,0.007746,-0.002959,0.007694,0.007376,0.012238,0.021311,0.018003,0.025678,0.011388,0.008279,0.008912,0.013473,0.036726,0.023357,0.004952,0.006814,0.005825,0.040224,0.025475,0.026961,0.044067,0.040206,0.020044,0.015474,0.017373,0.041121,0.02896,0.044796,0.002199,0.0188,0.024566,0.004758,0.023271,0.002604,0.004028,0.024834,0.014768,0.020944,0.014611,-0.003978,-0.004217,0.001337,0.000502,-0.000629,-0.017224,-0.013559,-0.012678,0.024597,-0.015073,-0.000859,0.042307,0.043127,0.035212,0.012306,0.019066,0.007658,0.010948,0.058363,0.001744,-0.002896,0.0417,-0.0126,-0.011339,-0.003542,0.013076,0.028257,0.04129,0.035052,0.03001,0.035981,0.035095,0.044081,0.00371,0.004125,0.005152,0.012837,0.025753,-0.006698,0.056219,0.032114,0.040523,0.012828,0.007559,0.025615,0.012272,0.074969,0.013106,0.014706,0.033058,0.097265,0.117495,0.202024
IWM,0.025115,0.016863,0.039983,0.033269,0.030915,0.028949,0.04812,0.050226,0.082984,0.042861,0.015515,0.016166,0.050627,0.029058,0.023515,0.046187,0.010079,0.017069,0.076485,0.077078,0.095641,0.029708,0.071608,0.04205,0.022236,0.011748,0.004144,0.010463,0.019759,0.020596,0.025387,0.030276,0.032097,0.022798,0.019129,0.015562,0.019387,0.033104,0.031806,0.012739,0.012298,0.014088,0.055227,0.035646,0.036129,0.057144,0.04819,0.030626,0.013533,0.016712,0.053399,0.040077,0.055938,0.006033,0.017065,0.023145,0.010687,0.036897,0.008428,0.006277,0.026395,0.026162,0.038567,0.02416,-0.001928,0.00256,0.006002,0.0047,0.004931,-0.009486,-0.005992,-0.004866,0.042082,-0.008799,0.009626,0.04835,0.059398,0.040747,0.020982,0.030242,0.018438,0.033374,0.068185,0.010805,0.009862,0.054914,-0.00868,-0.006186,0.009182,0.002186,0.027384,0.035052,0.048488,0.030469,0.034883,0.039946,0.044676,0.005362,0.005681,0.007016,0.014909,0.033849,0.002761,0.047679,0.049396,0.056153,0.021899,0.015948,0.030421,0.01511,0.082753,0.016438,0.018446,0.034149,0.094264,0.099805,0.188506
VTI,0.022518,0.020555,0.03813,0.029091,0.029832,0.028679,0.04076,0.045006,0.064617,0.03663,0.017772,0.019488,0.037894,0.019568,0.018426,0.034566,0.01752,0.020847,0.055736,0.063699,0.070129,0.027998,0.055814,0.035597,0.016565,0.007756,0.002144,0.008817,0.011341,0.014348,0.021038,0.019719,0.023482,0.013506,0.011916,0.010835,0.016004,0.029408,0.022293,0.008935,0.008429,0.008526,0.040788,0.025277,0.02567,0.038675,0.034651,0.020346,0.012927,0.015951,0.037012,0.027737,0.03978,0.006937,0.016737,0.020649,0.006748,0.025356,0.007244,0.004309,0.020715,0.016793,0.024771,0.014722,-0.000738,0.0003,0.004424,0.004385,0.002333,-0.009738,-0.006596,-0.005791,0.024443,-0.008902,0.001885,0.037812,0.037515,0.03076,0.014441,0.019865,0.011296,0.017424,0.048075,0.004828,0.002976,0.040516,-0.006858,-0.004798,0.004117,0.008198,0.022431,0.03001,0.030469,0.024118,0.02851,0.029836,0.034367,0.003894,0.004055,0.00501,0.010982,0.024882,-0.001374,0.040051,0.03528,0.037892,0.014298,0.009784,0.022859,0.011444,0.058934,0.010105,0.011347,0.024676,0.077079,0.08533,0.143421
VOO,0.027068,0.02529,0.046823,0.035009,0.036369,0.035294,0.048534,0.054229,0.077304,0.042808,0.020931,0.023211,0.044513,0.022459,0.02132,0.040652,0.020781,0.024532,0.067129,0.07663,0.083025,0.033202,0.065025,0.040513,0.019022,0.008845,0.002271,0.010597,0.012747,0.016517,0.024985,0.022476,0.027476,0.015095,0.013375,0.01232,0.018924,0.03479,0.025768,0.010311,0.009766,0.00968,0.047441,0.02926,0.030005,0.044994,0.040524,0.023466,0.015664,0.019319,0.043109,0.031932,0.0466,0.00826,0.019778,0.024342,0.007621,0.029274,0.008538,0.004861,0.024332,0.018926,0.028225,0.016717,-0.000607,5.7e-05,0.005485,0.005212,0.002567,-0.012489,-0.008901,-0.008107,0.027353,-0.011981,0.000823,0.044721,0.043148,0.035622,0.016389,0.022838,0.012734,0.018668,0.055846,0.004842,0.002433,0.046642,-0.008124,-0.005688,0.00359,0.010146,0.026667,0.035981,0.034883,0.02851,0.03393,0.035012,0.040687,0.004471,0.004703,0.005819,0.012823,0.028983,-0.002907,0.047937,0.040738,0.043593,0.016287,0.010904,0.026744,0.013329,0.068245,0.011539,0.012955,0.028706,0.091748,0.102332,0.170108
VEA,0.025011,0.015064,0.039066,0.041625,0.030735,0.032464,0.045764,0.048519,0.074236,0.033832,0.006447,0.01345,0.050628,0.023404,0.019015,0.037386,0.000784,0.012236,0.065019,0.081225,0.09678,0.020696,0.05523,0.029452,0.033675,0.004581,0.015184,0.017801,0.024704,0.026856,0.039337,0.036827,0.039653,0.026626,0.025939,0.021747,0.025977,0.037379,0.031447,0.019677,0.01146,0.01012,0.065336,0.031143,0.028467,0.049444,0.038604,0.022922,0.010839,0.012599,0.046777,0.030488,0.045896,0.009023,0.01485,0.021993,0.014576,0.045963,0.018536,0.00625,0.025882,0.016534,0.043712,0.014929,0.007218,0.009449,0.017755,0.017326,0.015184,-0.015787,-0.014892,-0.021155,0.041105,-0.0207,-0.004695,0.061697,0.058184,0.046836,0.027048,0.035907,0.015897,0.031799,0.06667,0.01258,0.009584,0.048983,-0.007315,-0.004812,0.006174,0.006683,0.027451,0.035095,0.039946,0.029836,0.035012,0.056787,0.061227,0.009419,0.009298,0.011181,0.01595,0.027708,-0.006747,0.044858,0.060026,0.056003,0.023566,0.014117,0.030178,0.01622,0.072145,0.027399,0.030791,0.056214,0.094492,0.099632,0.179076
EEM,0.026465,0.021673,0.055156,0.048622,0.038951,0.041605,0.054896,0.065501,0.11737,0.047255,0.007932,0.011436,0.058036,0.027304,0.01978,0.045805,-0.001215,0.017511,0.099233,0.121788,0.129371,0.021248,0.068457,0.038716,0.024516,0.007937,0.011488,0.014316,0.023431,0.024871,0.035856,0.033195,0.03989,0.027185,0.021383,0.017644,0.023228,0.04218,0.031912,0.013492,0.011565,0.007013,0.06328,0.029986,0.026757,0.055252,0.04339,0.019189,0.011868,0.013216,0.050295,0.030383,0.047389,0.001496,0.012926,0.022597,0.011677,0.044087,0.011691,0.004425,0.029806,0.020829,0.042561,0.013912,0.005002,0.006383,0.017581,0.014769,0.013921,-0.019158,-0.0187,-0.024697,0.051951,-0.021379,-0.004222,0.06432,0.065191,0.050577,0.024628,0.033521,0.011584,0.02729,0.079616,0.007722,0.002374,0.046544,-0.014326,-0.011969,-0.006121,0.005587,0.031822,0.044081,0.044676,0.034367,0.040687,0.061227,0.079919,0.008704,0.009338,0.011296,0.017518,0.026434,-0.007939,0.059472,0.054846,0.058255,0.020389,0.012411,0.031847,0.016396,0.085077,0.033194,0.037284,0.066625,0.109817,0.125213,0.246528
TLT,0.002312,0.001779,0.002552,0.005587,0.002611,0.005987,0.003153,0.006814,0.003374,0.004663,0.003797,0.005396,0.001062,0.000316,0.004152,-0.005476,0.006365,0.008466,0.001069,-0.003296,0.003895,0.005213,0.004231,0.007666,0.005137,0.002626,0.007647,0.005298,0.008203,0.004573,0.010951,0.007538,0.011461,0.007562,0.006284,0.005068,0.007761,0.006378,0.006353,0.007104,0.001605,0.003075,0.016378,0.000521,-0.001578,0.004734,-0.001041,-0.003468,0.001594,0.003634,0.008198,0.003092,0.001719,0.004069,0.005063,0.005622,0.004043,0.012653,0.008234,0.003081,0.002907,0.004217,0.014143,-0.001656,0.004358,0.003927,0.008038,0.008176,0.006105,-0.008509,-0.005991,-0.011188,0.002274,-0.010587,-0.010616,0.00473,0.002278,0.006886,0.00278,0.006793,0.001615,0.001318,-0.001763,0.000728,0.002248,0.009726,7.5e-05,-0.001993,0.002547,-0.001124,0.003504,0.00371,0.005362,0.003894,0.004471,0.009419,0.008704,0.01409,0.008856,0.010192,0.004767,0.002759,-0.00745,0.003547,0.015527,0.005886,0.008261,0.001783,0.004802,0.003049,0.008585,0.002462,0.002793,0.004819,0.012026,0.010637,0.0083
BND,0.002161,0.001937,0.003025,0.006825,0.003343,0.00548,0.005158,0.006385,0.004731,0.004362,0.002116,0.003862,0.003685,0.001824,0.004233,-0.002981,0.004423,0.006889,0.005087,0.002956,0.008096,0.004661,0.005976,0.004242,0.006702,0.001808,0.005774,0.004828,0.006927,0.005102,0.009279,0.007842,0.009887,0.007514,0.005809,0.004715,0.006853,0.00599,0.006177,0.006466,0.000845,0.00121,0.015672,0.001635,0.000644,0.005342,0.001296,-0.000992,0.000295,0.00184,0.007462,0.003147,0.002602,0.003169,0.004458,0.004977,0.003103,0.010669,0.006834,0.001933,0.002097,0.004264,0.011452,7.9e-05,0.00347,0.003981,0.007121,0.005699,0.004792,-0.006852,-0.005249,-0.009928,0.004038,-0.008954,-0.0085,0.007288,0.004266,0.008219,0.003432,0.006328,0.001916,0.002176,0.002769,0.000817,0.00222,0.008806,0.000217,-0.000352,0.00196,-0.000114,0.003669,0.004125,0.005681,0.004055,0.004703,0.009298,0.009338,0.008856,0.006577,0.007565,0.004329,0.002875,-0.005996,0.004436,0.014106,0.006976,0.006776,0.001983,0.004604,0.00277,0.009373,0.004281,0.00483,0.006206,0.012655,0.011758,0.014168
AGG,0.00298,0.00227,0.00402,0.008202,0.004013,0.006513,0.006274,0.007868,0.00618,0.005478,0.002175,0.004399,0.004544,0.002583,0.004826,-0.002827,0.004645,0.007595,0.006437,0.004619,0.010421,0.005775,0.006799,0.005685,0.008002,0.001875,0.006805,0.00568,0.008218,0.006298,0.011098,0.009178,0.011946,0.008774,0.006737,0.005442,0.008316,0.007292,0.006945,0.007807,0.000969,0.00164,0.0187,0.002497,0.001054,0.00709,0.002087,-0.0007,0.000483,0.002213,0.009066,0.003851,0.003709,0.003753,0.005408,0.006021,0.00392,0.012845,0.007952,0.002539,0.002681,0.004993,0.013692,0.000348,0.004031,0.004674,0.008158,0.006756,0.005873,-0.008206,-0.006389,-0.011578,0.004658,-0.010583,-0.010159,0.009466,0.005798,0.0104,0.004523,0.007715,0.002528,0.003138,0.003959,0.001121,0.002936,0.010764,-7.5e-05,-0.000383,0.002946,0.000182,0.004537,0.005152,0.007016,0.00501,0.005819,0.011181,0.011296,0.010192,0.007565,0.008798,0.005123,0.00371,-0.007123,0.005615,0.01676,0.008925,0.00813,0.002414,0.0057,0.003389,0.011535,0.005032,0.005674,0.007159,0.015652,0.014669,0.018386
HYG,0.009684,0.007977,0.015064,0.014815,0.012154,0.013513,0.017538,0.017827,0.023699,0.015064,0.005456,0.008277,0.014615,0.008109,0.008931,0.010099,0.007579,0.010395,0.022792,0.025243,0.029445,0.013652,0.024746,0.015176,0.009614,0.003346,0.003666,0.005332,0.008514,0.007624,0.012889,0.01316,0.012333,0.009944,0.006428,0.005896,0.009522,0.013073,0.011301,0.007854,0.002912,0.003302,0.022056,0.011026,0.011339,0.017831,0.014104,0.008668,0.004227,0.006338,0.018083,0.013225,0.017214,0.004489,0.00839,0.009975,0.00504,0.01461,0.005293,0.002678,0.009765,0.009186,0.015062,0.006571,0.001648,0.0025,0.00498,0.004114,0.003396,-0.005334,-0.003165,-0.00466,0.013736,-0.005767,-0.001377,0.018335,0.016807,0.015821,0.007645,0.011244,0.005994,0.009532,0.018452,0.00277,0.00209,0.018216,-0.002536,-0.000974,0.003418,0.002113,0.010106,0.012837,0.014909,0.010982,0.012823,0.01595,0.017518,0.004767,0.004329,0.005123,0.00743,0.011192,-0.001418,0.01652,0.020034,0.018187,0.008887,0.00515,0.010734,0.005824,0.026943,0.005146,0.005787,0.010122,0.034617,0.03643,0.058023
XLF,0.026093,0.019728,0.023174,0.021533,0.027435,0.030604,0.032593,0.026587,0.025044,0.02578,0.032459,0.036705,0.039143,0.018586,0.03535,0.038166,0.037524,0.03486,0.034611,0.031071,0.047988,0.037179,0.041438,0.051002,0.014171,0.014706,-0.000531,0.008451,0.011961,0.016078,0.019434,0.019604,0.026804,0.013675,0.015123,0.014726,0.025655,0.03277,0.031067,0.014116,0.019982,0.017468,0.057279,0.047314,0.049846,0.055648,0.055518,0.042975,0.03036,0.042338,0.053385,0.05392,0.066317,0.025714,0.037886,0.040022,0.005836,0.031898,0.012216,0.006888,0.026944,0.029026,0.031352,0.021362,-0.001204,-0.001508,0.003437,0.005515,0.000399,-0.007726,-0.00256,0.001161,0.023094,-0.009851,0.005935,0.039863,0.031113,0.02995,0.017261,0.024436,0.017035,0.021464,0.037851,0.006446,0.007364,0.060261,-0.004576,-0.002805,0.014655,0.009093,0.022831,0.025753,0.033849,0.024882,0.028983,0.027708,0.026434,0.002759,0.002875,0.00371,0.011192,0.049373,0.000646,0.032632,0.042294,0.041809,0.01794,0.014126,0.027938,0.014265,0.05747,0.001032,0.001164,0.010031,0.078558,0.073193,0.096209
XLE,-0.003151,-0.011425,-0.011884,-0.016876,-0.012635,-0.022669,-0.000572,-0.009957,0.00213,0.004236,-0.006174,0.001799,0.019743,0.00502,-0.000899,0.019845,-0.001615,-0.004751,-0.004144,-0.021825,-0.018357,-0.000667,0.014523,-0.005244,-0.0123,0.004041,-0.000276,0.000104,-0.000871,0.001112,0.00247,-0.005367,-0.019493,0.003211,-0.003892,0.003023,-0.007946,-0.007652,-0.002079,-0.006359,1.9e-05,0.011769,-0.002955,0.003417,-0.000622,-0.013352,-0.005062,0.007504,0.001122,-0.00215,-0.002265,0.003778,-0.010438,0.004173,-0.004991,-0.005632,-0.002367,-0.01342,-0.001931,0.001953,0.011167,0.024571,-0.007684,0.005152,0.004666,0.0112,-0.008175,0.011042,0.019033,0.109639,0.095462,0.113146,0.067603,0.114864,0.115485,-0.025239,0.003773,-0.014321,-0.000185,0.000795,0.01516,0.019263,0.003858,0.013345,0.010828,0.013734,0.020178,0.017385,0.011654,0.006749,-0.001828,-0.006698,0.002761,-0.001374,-0.002907,-0.006747,-0.007939,-0.00745,-0.005996,-0.007123,-0.001418,0.000646,0.105885,-0.00772,-0.007442,0.000617,0.001642,0.021073,0.002825,0.002492,-0.004842,0.001208,0.001266,0.001529,-0.006936,-0.01886,-0.014562
XLK,0.03432,0.048129,0.084697,0.044752,0.05116,0.051686,0.069374,0.097176,0.152373,0.091252,0.044092,0.036,0.062746,0.025833,0.031792,0.067875,0.040535,0.0524,0.128218,0.143287,0.141105,0.060041,0.122346,0.081732,0.011093,0.010572,-0.011097,0.004179,0.001465,0.009997,0.019089,0.016583,0.026356,0.010251,0.003381,0.008845,0.012268,0.047901,0.031955,0.001913,0.005982,0.005776,0.043065,0.033859,0.035175,0.06102,0.05523,0.02725,0.018467,0.020124,0.053315,0.038671,0.060876,-0.003325,0.024164,0.031411,-0.000258,0.021655,-0.0075,-0.000428,0.031336,0.016714,0.019731,0.0169,-0.011269,-0.011614,-0.006888,-0.004993,-0.008568,-0.022456,-0.016648,-0.013655,0.031658,-0.01769,0.000544,0.049848,0.056999,0.043875,0.013126,0.019241,0.004625,0.007889,0.081474,0.002266,-0.007379,0.048817,-0.023374,-0.022291,-0.013734,0.011525,0.037577,0.056219,0.047679,0.040051,0.047937,0.044858,0.059472,0.003547,0.004436,0.005615,0.01652,0.032632,-0.00772,0.083117,0.031811,0.050821,0.013541,0.006827,0.032755,0.014752,0.103827,0.017092,0.019137,0.045148,0.12967,0.160115,0.292467
XLV,0.029417,-0.00185,0.012122,0.050864,0.019519,0.012784,0.038801,0.027839,0.024146,-0.004169,0.002787,0.027457,0.065547,0.046117,0.016009,0.0339,0.012806,0.006234,0.046833,0.064363,0.086601,0.03031,0.019186,0.02636,0.116436,0.04231,0.061219,0.075367,0.088651,0.088592,0.11486,0.106849,0.114492,0.063832,0.084295,0.058646,0.068306,0.067205,0.070103,0.057089,0.059019,0.041772,0.11757,0.039038,0.034052,0.051967,0.039956,0.024625,0.0244,0.026183,0.058915,0.036914,0.047845,0.03544,0.034511,0.039347,0.037325,0.074092,0.057512,0.02553,0.037916,0.032563,0.072969,0.026419,0.021649,0.027667,0.039919,0.034457,0.028116,-0.020848,-0.018107,-0.019845,0.044928,-0.016806,-0.007203,0.08073,0.071719,0.062737,0.045577,0.054019,0.03231,0.068373,0.068267,0.021415,0.027865,0.088267,0.008436,0.018608,0.041651,0.00792,0.032063,0.032114,0.049396,0.03528,0.040738,0.060026,0.054846,0.015527,0.014106,0.01676,0.020034,0.042294,-0.007442,0.031811,0.18671,0.078618,0.038155,0.035214,0.049176,0.027257,0.071518,0.021828,0.024684,0.04306,0.109838,0.090522,0.147045
XLI,0.031798,0.000499,0.042124,0.045031,0.034468,0.032775,0.049169,0.056038,0.085022,0.027046,-0.02236,-0.007902,0.058461,0.057245,0.015222,0.057525,-0.027031,-0.029457,0.078467,0.098232,0.134213,0.009158,0.048288,0.01811,0.039592,0.01029,0.020876,0.021449,0.037793,0.037181,0.049957,0.045684,0.044785,0.03357,0.037037,0.023986,0.038292,0.03818,0.030487,0.02761,0.021654,0.02258,0.080343,0.050603,0.045077,0.071316,0.056142,0.042917,0.014935,0.01697,0.065055,0.042255,0.06951,0.015323,0.014465,0.022263,0.026747,0.062734,0.02297,0.014107,0.033407,0.025276,0.06495,0.030753,0.008015,0.011602,0.017907,0.014772,0.018171,-0.013904,-0.010607,-0.008862,0.051966,-0.013457,0.00015,0.101614,0.097332,0.067396,0.052764,0.051332,0.042055,0.071039,0.118126,0.02852,0.032214,0.073224,-0.004064,0.003025,0.024558,0.006503,0.034325,0.040523,0.056153,0.037892,0.043593,0.056003,0.058255,0.005886,0.006976,0.008925,0.018187,0.041809,0.000617,0.050821,0.078618,0.097656,0.032115,0.025807,0.042871,0.023316,0.085489,0.022353,0.025185,0.039278,0.117544,0.115041,0.243293
VNQ,0.013619,0.002756,0.008633,0.015583,0.011639,0.010682,0.015368,0.012777,0.010228,0.004378,-0.001179,0.00666,0.024176,0.019806,0.01384,0.013192,0.000596,-0.003039,0.0157,0.011688,0.025218,0.012157,0.006251,0.0045,0.018669,0.004871,0.011964,0.014174,0.018008,0.01819,0.025647,0.017969,0.020448,0.014991,0.019685,0.016006,0.021786,0.015441,0.01193,0.018001,0.008695,0.010978,0.041853,0.017171,0.01613,0.022409,0.016514,0.012531,0.006511,0.009089,0.028588,0.016661,0.022892,0.014233,0.011947,0.011137,0.012435,0.031656,0.020115,0.008855,0.015194,0.017559,0.03172,0.016118,0.010755,0.013541,0.015253,0.013033,0.016047,-0.003928,-0.001819,-0.002393,0.017429,-0.002999,0.000679,0.031606,0.024071,0.022932,0.018587,0.024645,0.018936,0.024961,0.028698,0.00764,0.012219,0.039189,0.007069,0.006488,0.015778,0.005168,0.012847,0.012828,0.021899,0.014298,0.016287,0.023566,0.020389,0.008261,0.006776,0.00813,0.008887,0.01794,0.001642,0.013541,0.038155,0.032115,0.02846,0.013141,0.017772,0.010604,0.029417,0.00714,0.008024,0.013067,0.043891,0.036451,0.055434
SCHD,0.010683,-0.003552,-0.002012,0.008893,0.005186,-0.000346,0.010853,0.002569,0.006746,-0.0019,-0.004173,0.005128,0.023048,0.021472,0.005171,0.021081,-0.004068,-0.007476,0.015796,0.008534,0.018783,0.004339,0.002341,0.000159,0.015428,0.005314,0.013088,0.016554,0.021592,0.019635,0.026693,0.021364,0.019242,0.015247,0.021104,0.015903,0.014072,0.009368,0.010954,0.010905,0.011345,0.013633,0.033909,0.013701,0.012912,0.013912,0.012738,0.012458,0.007342,0.008504,0.018019,0.013607,0.014989,0.01156,0.006173,0.007924,0.012583,0.023597,0.016155,0.010094,0.015611,0.017787,0.025345,0.016414,0.010273,0.015575,0.011207,0.011562,0.016613,0.018009,0.01709,0.020639,0.028971,0.020099,0.024032,0.017532,0.023578,0.015243,0.012319,0.017055,0.018117,0.026936,0.024787,0.009392,0.011882,0.03052,0.008982,0.013314,0.017766,0.001667,0.008708,0.007559,0.015948,0.009784,0.010904,0.014117,0.012411,0.001783,0.001983,0.002414,0.00515,0.014126,0.021073,0.006827,0.035214,0.025807,0.013141,0.017135,0.014765,0.008382,0.015976,0.003873,0.004357,0.005514,0.029547,0.021366,0.040127
